"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"68","Meyer Ashby",NA,2,NA,2019-11-09,2019-11-09,FALSE,"AVOID unless you want to WASTE YOUR TIME","I’ve been going around in circles for what seems like a lifetime. I’ve got a registered business on companies house - I’ve provided links to my website - I’ve provided company information - I’ve provided our suppliers - our customers - our financial information - and now bank statements - now customer services have been reviewing the application and I’ve had no reply to the best part of 10 messages. If their customer services are this sloppy with NO ACCOUNT imagine how it would be from a business owners perspective with X amount of money in an account with these guys. The phone line just rings and rings, and three times I’ve ‘Live Chatted’ with someone and I’ve heard NOTHING back. I’ve got a ‘support ticket number’ so they are registering my messages / correspondence but are doing NOTHING about it. I know they have legalities to follow, no problem, my feedback is based on the customer support / customer service - OR LACK OF! Now this company possesses sensitive information regarding my company and I’m hovering around in LIMBO !!! If you are reading this, and you’re going to use these guys for a half decent reason / main account / business account, then I’d seriously read all of the negative comments where people have problems that don’t get resolved, rather than just the bad : good ratio and ‘’hoping I don’t have a problem’’ I’m going to look at Monzo, or pay a bit of a premium with a high street bank and actually get some decent customer support / or someone to actually pick up the phone, OR MAYBE JUST AT LEAST SOME FORM OF COMMUNICATION.","Hi Meyer,Sorry to hear about your experience. This is not how we like to treat our customers. We’d really like to look into this for you and rectify this situation. Are you able to send us a message with the reference Trustpilot 70143?Please be rest assured that we are processing your application and will get back to you once we have an update.Team Starling",1565
"69","Jamal",NA,3,NA,2019-11-09,NA,FALSE,"Much better than high st banks and so…","Much better than high st banks and so greatful to find you !",NA,60
"70","Yelita Ali","https://user-images.trustpilot.com/5dc5fd159c97076012ce40d1/73x73.png",1,NA,2019-11-08,2019-11-09,FALSE,"The RUDEST customer service team","I think the Starling bank telephone staff might be the RUDEST customer service I have ever experienced? Why are they shouting at customers? This has happened several times and is completely unacceptable. Also whenever fraudulent charges are noticed it seems you get the blame without question until YOU prove tirelessly it wasn’t you. Am I now a frauds team investigator? If so I would like the salary that accompanies it seeing as I’m working for free?","Hi Yelita,We’re sorry for your experience. We do not accept this level of customer service and are keen to look into this further. Please can you contact us using the reference number 70142 so we can make sure that this doesn’t happen again? Please also be rest assured that we take fraudulent activity very seriously and any issues raised are fully investigated. https://www.starlingbank.com/contactThanks,Team Starling",453
"71","SP",NA,3,NA,2019-11-08,NA,FALSE,"excellent business banking","excellent business banking. very pleased i moved from santander.",NA,64
"72","Peter, Waterlooville, UK",NA,5,NA,2019-11-08,NA,TRUE,"I like this a lot","I have found this such an easy bank to use, I’m certainly thinking hard of transferring my day to day to Starling. Having just opened a euro account too, I will find this very useful for my European travels, the ideal scenario would be a US$ account. Keep up the great work",NA,273
"73","Mouloud Aouni",NA,1,NA,2019-11-08,NA,TRUE,"Why not debit card","Why not debit card",NA,18
"74","Kris",NA,8,NA,2019-11-08,NA,FALSE,"Great bank","Great bank! Defo worth the change over",NA,38
"75","Shezad",NA,5,NA,2019-11-08,NA,TRUE,"Great account!","Great account, used it to purchase items and withdraw cash while abroad. Very easy to use app and the screens feature is a welcomed benefit!",NA,140
"76","Albion Stavro",NA,1,NA,2019-11-08,NA,TRUE,"Very good service","Very good service",NA,17
"77","Robert Shorten",NA,1,NA,2019-11-08,NA,TRUE,"Love the quick transfer from bank to…","Love the quick transfer from bank to bank, and exchange rate. Would recommend to anybody , and have done to friends.",NA,116
"78","Alex Stacey",NA,1,NA,2019-11-08,NA,FALSE,"Answers all my prayers","With the exception of First Direct, high street banks are a real pain these days. I've had bad experience with all (except First Direct)We wanted fuss-free joint account so we applied for the Starling joint account and it is brilliant for the following reasons:We both set our own PINs,  and can view your pin in-app should you forget,App is very nice to use,Lock/Unlock your card whenever you want,Card looks fantastic and has all important info on the rear,Set up your own saving areas with round-ups,No need to get to the bank early on Saturday morning because you've been locked out for no reason (tut tut, Santander, I'm looking at you!)Notified when direct debits are coming out and instant notifications of all spending (and whatever got transferred to your savings account in the transaction)Spending abroad at the Mastercard rate with no extra costs.The 0.5% savings interest rate could be better but these are current accounts. I just wish Starling could offer some ISAs or savings accounts with better interest so I could do everything in their app!",NA,1060
"79","Michael Faughy",NA,1,NA,2019-11-08,NA,TRUE,"Quality bank.","Thoroughly enjoy using Starling with their stand out quality being the ease of use. There was no drama trying to set it up. The app is neat and easy to navigate.",NA,161
