"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"5877","Jordi Ferrer Domingo",NA,1,NA,2018-12-30,NA,TRUE,"Comentarios generales","Por ser reciente la apertura de la cuenta en Monese con una operatoria muy básica, todavía no tengo suficientes fundamentos para valorar sus servicios y demás.A pesar de lo cual, las 3 estrellas corresponden  pues una experiencia positiva, con buenas expectativas, esperando se confirmen en un futuro.Para acabar, dentro de lo que cabe ha resultado relativamente fácil la apertura de la cuenta y demás, aunque quiero destacar que el escaneo de mi NIF (español) no ha grabado correctamente el número,  por lo que he reiniciado el procedimiento poniendo mi permiso de conducir (que tiene el mismo número que el Nif), quedando correctamente grabado. Todo esto lo he podido realizar sin error tras el aviso de quien me presentó y recomendó para adherirme a ustedes.Finalmente solo me queda recibir la tarjeta que según su aviso me llegará el 2 de enero.Sin más, agradeciendo sus servicios y buenas atenciones y quedando a su disposición, les saluda atentamente. Jordi.Buen Año 2019",NA,977
"5878","customer",NA,1,NA,2018-12-30,2019-01-02,TRUE,"5 Stars",":) I love it it is really easy to use","We love you back!",37
"5879","Sammy May",NA,4,NA,2018-12-30,2019-01-08,FALSE,"Monese  £15 Referral Code  : Y5D9PP6R","Using Monese are months now and its great.My Referral Code is : Y5D9PP6R  ,We both will get £15 when you top up your account with £50 or more.Thank you in advance if you use my Referral Code","Thanks for the review, Sammy! Please mind that the 15€ welcome gift was only available until 31st of December as part of our Christmas offer. From now onwards the gift is 10€!",190
"5880","customer",NA,1,NA,2018-12-30,NA,TRUE,"Muy fácil de usar","Muy fácil de usar, un buen banco, además sin mentiras. Monese cumple lo que dice  Y su publicidad no es engañosa. En cambio hay otras aplicaciones que utilizan  la publicidad engañosa para recoger tus datos y luego todo son trabas para entregarte la cuenta, por ejemplo N26  no es nada recomendable. N26 es un banco engañoso puedes ver información nefasta buceando en Google. Recomiendo Monese a todo el mundo.",NA,410
"5881","customer",NA,1,NA,2018-12-30,2019-01-02,TRUE,"Excellent","Excellent - recomended","Thank you for being with us!",22
"5882","Corinne",NA,1,NA,2018-12-30,2019-01-24,TRUE,"Je n'ai jamais reçu les 15€ promis de…","Je n'ai jamais reçu les 15€ promis de parrainage à l'inscription . J'ai envoyée plusieurs message à votre service et toujours rien... Des réponses en Anglais pour la plus part alors qu'à l'inscription le fait que je parle Français ne vous poser aucun problème... La seule chose positive à était l'acceptation de l'argent que j'ai viré sur mon compte. Pour l'instant très déçu de ce 1er mois chez vous.","Bonjour Corinne,Sachez que la prime de parrainage est donnée à ces clients qui utilisent le « code de parrainage » lors du processus d'inscription. Dans votre cas, je crains qu'aucun code de parrainage n'ait été saisi lors de la procédure d'inscription. C'est pourquoi le bonus ne peut pas être crédité.Vous pouvez vérifier plus d'informations sur nos conditions du programme de référence dans l'application « Inviter et gagner ». Si vous avez besoin de précisions, n'hésitez pas à contacter notre équipe d'assistance et nous répondrons à vos questions en français.Cordialement,L'Équipe Monese",401
"5883","Ronny Harnisch",NA,1,NA,2018-12-30,2019-01-03,TRUE,"Vers Best","Sehr Guter Service, Nett ,Freundlich, und immer Hilfsbereit.","Hallo Ronny, Deine Bewertung schätzen wir sehr. Vielen Dank!",60
"5884","customer",NA,1,NA,2018-12-30,2019-01-02,TRUE,"Everything is super easy.","Everything is super easy.","It's because we believe modern banking should be super easy - glad you agree!",25
"5885","J.Klein","https://user-images.trustpilot.com/5c2878384ecf4c4375b62ba9/73x73.png",1,NA,2018-12-30,2019-01-02,TRUE,"Fast registration...","Fast registration.... Easy handling..... Fast receiving of my Credit card.","Thank you, glad you like it!",74
"5886","customer",NA,2,NA,2018-12-30,2019-01-02,TRUE,"Easy to open an account","Great organisation and excellent customer services","Thank you for choosing us!",50
"5887","Berndt Marth","https://user-images.trustpilot.com/58c478260000ff000a8098ec/73x73.png",2,NA,2018-12-29,2019-01-03,TRUE,"Sehr schneller Service","Sehr schneller Service. Kann es nur weiterempfehlen. Höre mich in meinem Freundeskreis um.","Hallo Berndt, besten Dank, dass Du Monese weiterempfehlen möchtest. Das ehrt uns sehr ;-)",90
"5888","Khan",NA,1,NA,2018-12-29,2019-01-02,TRUE,"U guys are the best","U guys are the best","No, you're the best!",19
"5889","customerFiorentino",NA,1,NA,2018-12-29,NA,TRUE,"Molto consigliata!","Molto consigliata!! Mi trovo benissimo!! Servizio efficiente e dinamico",NA,71
"5890","Customer","https://user-images.trustpilot.com/5c27b9d84ecf4c6720b5c726/73x73.png",1,NA,2018-12-29,2019-01-02,TRUE,"Great to have.","Excellent service.","Thanks, really glad to have you among our customers!",18
"5891","Dawid",NA,1,NA,2018-12-29,2019-01-02,TRUE,"😊Best","😊The Best account","Thanks, Dawid! You're the best!",17
"5892","customer",NA,1,NA,2018-12-29,NA,TRUE,"Top bank","Do far so good.",NA,15
"5893","George paun",NA,3,NA,2018-12-29,NA,TRUE,"Salut totul e perfect pana acum","Salut totul e perfect pana acum",NA,31
"5894","customer",NA,1,NA,2018-12-29,2019-01-02,TRUE,"Fast approaching","Fast approaching,  easy to understand. Fast  and efficient in responding.","Thank you, glad you like the app!",73
"5895","customer",NA,1,NA,2018-12-29,2019-01-02,TRUE,"The best card!","The best card!","Aww, thank you! Do you like its design as well?",14
"5896","Viktoriya Flinta",NA,1,NA,2018-12-29,2019-01-02,TRUE,"excellent account","excellent account nothing to say. even when sending the card very fast. great","Thank you, Viktoriya! It's great to hear you like it!",77
"5897","customer",NA,1,NA,2018-12-29,2019-01-02,TRUE,"Thanks iam happy","Thanks iam happy","We're happy when you're happy!",16
"5898","C V CONSTANTIN","https://user-images.trustpilot.com/5c2762790214996e0ed98fbc/73x73.png",1,NA,2018-12-29,NA,TRUE,"Perfect","Perfect . .   🤗",NA,15
"5899","Martin Brady",NA,1,NA,2018-12-29,2019-01-02,TRUE,"Staff fully understanding of my…","Staff fully understanding of my position and extremely diligent in all actions required to set-up my Account.","Thank you, Martin, really glad to hear that. We're always here for you and all of our customers!",109
"5900","Jörg Iroisch",NA,1,NA,2018-12-29,2019-01-02,TRUE,"Feedback of your mail","Dear Ladies and GentlemenIs all good i find very fast transfer and the App for cellphone is Perfect you are greatI Wish Lucky DayJörg Iroisch","Thank you, Jörg! Have a good day and happy new year!",141
"5901","Christian",NA,2,NA,2018-12-29,2019-01-03,TRUE,"Unglaubliche gute Dienstleistung","Wie ist es abgelaufen: Kontoeröffnung mit Verifizierung unglaublich schnell. Ein Videochat mit einem sehr freundlichen Kundendienstmitarbeiter (auf deutsch). Danach schon alles freigeschaltet. Sofort eine Mail empfangen, dass die Karte vorbereiet wird. Ich warte noch auf die Karte, die aber laut Mail schon auf dem Weg ist. Weihnachtstage uns zwischen den Jahren dauert alles etwas länger. Mein Fazit bis jetzt: Für so einen Service kann man nur 5 Sterne vergeben, einfach excellent. Ich bin von dieser Dienstleistung wirklich positief überrascht.Ich war auf der Suche nach einer Karte, die 3D secure unterstützt und habe zu Beginn übersehen, dass das bis jetzt nur die UK Karte kann. Habe dann eine Mail geschickt, um zu fragen, ob das korrekt ist? Nach ein paar Stunden die Antwort: ja, aber sie arbeiten daran , ds auch für die Euro Karte zu installieren. Werde wohl noch die UK Karte bestellen. Vielen Dank Monese Team, bitte weiter so!!! Ich wünsche dem ganzen Monese-Team ein gutes und erfolgreichen neues Jahr 2019!!","Hallo Christian! Danke, dass Du Dir die Zeit genommen hast, Deine bisherige Erfahrung mit uns zu teilen! Wir sind sehr erfreut über Deine tolles Fazit. 2019 wird ein spannendes Jahr – wir arbeiten fleißig an neuen Features ;-) Frohes neues Jahr!",1024
"5902","Vinc I.",NA,2,NA,2018-12-29,NA,TRUE,"BONUS 15 euro","Ottima applicazione, sempre aggiornata e sicura. Se utilizzate il codice 76JTKNSH in fase di registrazione, fate una ricarica di almeno 50 euro, avrete immediatamente 15 euro in regalo, subito prelevabili o spendibili. Applicazione consigliata, buona anche l'assistenza.",NA,270
"5903","Nidia",NA,1,NA,2018-12-28,2019-01-02,TRUE,"Highly Recommend","Highly Recommend! Reliable and efficient customer service. Instills a good sense of trust.","Thank you for choosing us, Nidia!",90
"5904","Sam",NA,1,NA,2018-12-28,2019-01-02,TRUE,"Easy to set up","Easy to set up, quick verification process, and a whole lot of featuresDefinitely recommend to friends and family","Thanks, Sam! Please remember to use your referral code when recommending our services - you'll find a small reward on your account :)",113
"5905","Max C.",NA,2,NA,2018-12-28,NA,FALSE,"Servizio finanziario eccellente","Servizio finanziario eccellente, come il supporto clienti, conto corrente completo con carta di debito abbinata, assolutamente consigliato! Utilizza il seguente codice 8AZMCGA4 per ricevere subito 15 euro senza alcun vincolo alla prima ricarica di 50 euro.",NA,256
"5906","rodney Baro",NA,1,NA,2018-12-28,NA,FALSE,"Poor and slow customer service","It all seemed easy and straight forward with the app registering and my worse night mare came when I transferred money from my Business account into Monese. They temporarily suspended my account and sent me an email to contact them. I called the customer service and all I was told was to wait for an email from them. The next day I got an email asking me about my occupation , salary, purpose of monese account , remitter of funds . I sent screen shot of my business account statement where I sent the money from. Also my name and business name on the bank document showing the account was mine. All these was happening before Xmas and I didn't hear from monese until 27th dec. Now I'm on holiday and still cant use my card and they are asking me to send my HMRC SA assessment document. I will be sending them the document when I return and will definitely be closing the account.",NA,881
"5907","Grozavu gheorghe alexandru",NA,1,NA,2018-12-28,2019-01-02,TRUE,"Very good","Hi monese is good but i did not receve the card","Hi there - could you please contact our support team so they're able to investigate this for you? monese.com/contact",47
"5908","Mahmoud",NA,2,NA,2018-12-28,2019-01-02,TRUE,"Mahmoud Mazloum","I think it will be very helpful for paying without money.","It certainly will, Mahmoud! Welcome on board!",57
"5909","customer",NA,1,NA,2018-12-28,2019-01-02,TRUE,"Great app and great card","Great app and great card.  Love to use. And easy to use the app.","Thank you, glad you like our services!",64
"5910","customer",NA,1,NA,2018-12-28,NA,TRUE,"...............","...............",NA,15
"5911","Rickard Stenberg",NA,1,NA,2018-12-28,2019-01-02,TRUE,"Easy to handle","Easy to handle! Love it!","Thanks, Rickard! It's because we believe modern banking should be easy - glad you like it!",24
"5912","li",NA,4,NA,2018-12-28,2019-01-23,TRUE,"Finché non arriva la carta non so…","Finché non arriva la carta non so esprimermi.","Salve,grazie per il tempo che ci sta dedicando. Ora che ha ricevuto e usato la sua carta di debito, saremmo felici di ricevere ulteriori commenti sulla sua esperienza in tempo reale.Se è soddisfatto del conto, può sempre aggiornare la sua recensione negativa a 1 stella con una positiva. Se ha qualche dubbio e se ha bisogno di un chiarimento, non esiti a contattare il nostro team di supporto, saremo lieti di aiutarla.Cordiali saluti,Il Team Monese",45
"5913","customer",NA,1,NA,2018-12-28,2019-01-02,TRUE,"The best money app","The best money app","Thank you, you're the best!",18
"5914","Ewelina",NA,1,NA,2018-12-28,2019-01-02,FALSE,"Razem z mężem posiadamy konto w monese…","Razem z mężem posiadamy konto w monese i jesteśmy zadowoleni szybka rejestracja i konto łatwe w użytkowaniu serdecznie polecamynasze kody polecenia:PUUEBRG5, P4DUMN4P","To super, Ewelina! Dobrze mieć was w gronie naszych klientów :) Pozdrowienia dla ciebie i dla męża!",166
"5915","customer",NA,1,NA,2018-12-28,2019-01-02,TRUE,"So far so good!","So far so good!","Great to hear that, we promise to keep up the good work!",15
"5916","JAM",NA,1,NA,2018-12-28,2019-01-24,TRUE,"Si, pero NO","Estimados Sres.,En primer lugar, no comprendo porque me escriben en esta ocasión en inglés, cuando hasta el momento me escribían en mi lengua de origen.En segundo lugar, tampoco comprendo porque una nueva consulta del servicio. Este apenas se ha producido y creo que deben contemplar el tipo de preguntas que se realizan, de esta forma y como se plantean las preguntas, no dudo que reciban más respuestas negativas.Creo que el problema, al margen de servicios y procesos que no quieren o pueden ofrecer, se deben a la forma de plantear las consultas con los clientes o potenciales de sus servicios.Saludos cordiales.","Hola.Gracias por sus valiosos comentarios y sugerencias. Los enviaremos al equipo correspondiente para que realicen mejoras.Le agradeceríamos que se pusiera en contacto con nuestro equipo de soporte, ya que estaremos encantados de aprender más de su experiencia.Atentamente,El equipo de Monese",616
"5917","Marion Greifenhofer",NA,1,NA,2018-12-28,2019-01-02,TRUE,"Best bankingapp ever!","Best bankingapp ever!","Thanks Marion, you're the best!",21
