"X","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength","id","sentiment"
5765,"andiealmeida",NA,1,NA,"2019-01-07","2019-01-07",TRUE,"I love Monese","i love monese, my account has been opened in minutes and i can now enjoy a bank account here in uk ","Hello there - we're glad to know you're having a great experience! Thank you very much for your feedback!",239,5765,0.0867052023121389
5778,"delphinn",NA,3,NA,"2019-01-06","2019-01-08",FALSE,"Great, functional and I use it as second Mastercard card"," if you will use my referal code rekeae during the sign up process you will get free  credited to your account once you making a first deposit of minimum ","Thanks for the review! Please remember that the 15€ referral bonus was only available until 31st of December as part of our Christmas offer. From 1st of January onwards it's 10€!",458,5778,-0.260115606936417
5786,"Eliezer Lobatón",NA,1,NA,"2019-01-05","2019-01-07",TRUE,"Excellent tool for all people","excellent tool for all people, but especially for those who need to mobilize money in euros at low cost, quickly and easily. the account is opened from anywhere in the world","Thanks for the review, Eliezer, glad to hear you like our services!",232,5786,0.144508670520231
5788,"customer",NA,1,NA,"2019-01-05","2019-01-07",TRUE,"New account","very helpful and would recommend to anyone who is looking to start a new bank account","Welcome on board! Glad we were able to help :)",86,5788,0.404624277456647
5791,"Jonas",NA,1,NA,"2019-01-05","2019-01-07",TRUE,"Nice and fast opened bank account but…","nice and fast opened bank account but higher fees than n and no support for applepay","Thanks for the feedback, Jonas! We're always working on improving our services and meeting the needs of our customers, that's why Apple Pay is coming really soon and we'll see what we can do about pricing!",89,5791,-0.202312138728324
5792,"customer",NA,1,NA,"2019-01-05",NA,TRUE,"Money takes way too long to transfer…","money takes way too long to transfer between accounts",NA,150,5792,-0.433526011560694
5799,"Paweł Cholewiński",NA,4,NA,"2019-01-04",NA,FALSE,"Super możliwość!","super moliwo!gdyby kto mia problem z zaoeniem konta w jakim stacjonarnym banku, z racji braku moliwoci potwierdzenia adresu (sami mielimy ten problem) to polecam bank monese",NA,665,5799,-0.780346820809249
5800,"customer111",NA,1,NA,"2019-01-04",NA,TRUE,"It's good for paypoint deposits down…","it's good for paypoint deposits and eu account / down side is how long it takes to receive and send money",NA,105,5800,0
5801,"Keith Morris",NA,3,NA,"2019-01-04","2019-01-07",TRUE,"Excellent layout and clear instructions…","excellent layout and clear instructions available when setting up the account. also the debit card arrived on the due date","Hey Keith - thanks for the review! We're definitely gonna pass this on to the rest of our team!",123,5801,0.549132947976879
5809,"customer",NA,1,NA,"2019-01-04","2019-01-07",TRUE,"It was good bank and I'm waiting for my…","it was good bank and i'm waiting for my debit card","Hope the card arrives anytime now and welcome on board!",51,5809,-0.346820809248555
5810,"Celine",NA,1,NA,"2019-01-04","2019-01-11",TRUE,"I just use this one for an economy…","i just use this one for an economy account and it's perfect for this!","Glad to hear that, thanks Celine!",69,5810,-0.346820809248555
5812,"customer",NA,1,NA,"2019-01-04","2019-01-23",TRUE,"Suspended my","suspended my. account for me putting my own savings money pathetic service","Hi there,We're really sorry you had to leave us this review. We would like to mention that accounts can be locked for a variety of reasons, and often temporarily as a precaution. In your case, we were able to unlock your account same day and support team contacted you directly to explain what went wrong but calls went unanswered.Feel free to reach out to our support team to find out more what went wrong as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",74,5812,-0.92485549132948
5815,"Yat",NA,3,NA,"2019-01-04",NA,TRUE,"Finally got Monese UK account and added…","finally got monese uk account and added eurozone account. there are two separate debit cards, and i have only ordered uk debit card. and if euro debit card can also be free delivery, it would encourage more people to order and use. and euro debit cards can have online payment d s feature (as i knew now just uk debit cards have currently)i think monese team members have tried best to introduce more new functions for the accounts and debit cards",NA,613,5815,1.21387283236994
5821,"customer",NA,2,NA,"2019-01-04","2019-01-23",TRUE,"Account blocked, support doesnt respond","account blocked, support doesnt respond","Hi there,Sorry to let you down. Accounts can be locked for a variety of reasons, and often temporarily as a precaution. In your case, we were able to unlock your account same day and support team contacted your directly to explain what went wrong.Feel free to reach out to our support team whenever you need any help. Best Regards,The Monese Team",39,5821,-0.722543352601156
5829,"customer",NA,2,NA,"2019-01-03","2019-01-04",TRUE,"Very easy to open an account online.","very easy to open an account online","Thank you, glad to have you with us!",118,5829,-0.317919075144509
5830,"Martin",NA,1,NA,"2019-01-03","2019-01-04",TRUE,"Easy to use bank account","easy to sign up, easy to use account in eur or g for a fair price","Thanks, Martin, glad to hear you like our services!",104,5830,0.115606936416185
5839,"Lauri Hauru",NA,1,NA,"2019-01-03","2019-01-04",TRUE,"Fast and efficient service","i could create a g account and a eur account very quickly. when i moved to the uk, i could already have a g debit card with a positive balance - totally avoiding the hassle that i would've had with other uk banks","Thanks, Lauri - glad we were able to help out! Hope you're enjoying the UK! :)",274,5839,0.0578034682080926
5841,"Sadia",NA,1,NA,"2019-01-03","2019-01-04",TRUE,"Nice","i like monese account","Thanks, Sadia, it's really great to have you with us!",21,5841,-0.491329479768786
5848,"Lucia Abal buceta",NA,1,NA,"2019-01-03",NA,FALSE,"Will never use Monese again","they block your account without warning. i have my account blocked with  euros inside, from  month, and nobody tells me what is going on",NA,142,5848,-1.53179190751445
5850,"Lee Whittaker",NA,5,NA,"2019-01-02","2019-01-23",FALSE,"Monese bunch of W**kers","monese was good at start then after  year i get message saying the cant verify me, which i found strange, i verified myself to open an account, they say has to be something with fcs, i am british as for not being able to verify is bad, not good, now got to contact all people that pay me to have money sent elsewhere, so please be aware that they can kill your account within a day of new year and say couldnt verify me, yeah whatever monese total w**kers","Hi Lee,We're sad to hear that things didn't go down as you expected. However, we only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15. Kindly get in touch with our support team directly to find out what went wrong in your case, as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",456,5850,1.04046242774566
5862,"Moemen",NA,1,NA,"2019-01-01","2019-01-08",TRUE,"Very good till now"," write this code (cdrbga) to get  euro as a welcome gift when you activate your account. for limited time","Thanks for the review! Please mind that the 15€ welcome gift was only available until 31st of December as part of our Christmas offer. From now onwards the gift is 10€!",128,5862,-0.635838150289017
5869,"Samantha",NA,3,NA,"2018-12-31","2019-01-02",TRUE,"Account setup was user friendly and…","account setup was user friendly and quick. the eur account is a perfect solution when traveling within eur zone. the debit card is contactless with chip/pin","Thanks, Samantha! Have you tried our GBP account as well?",157,5869,0.375722543352601
5879,"Sammy May",NA,4,NA,"2018-12-30","2019-01-08",FALSE,"Monese  £15 Referral Code  : Y5D9PP6R","my referral code is : ydppr ,we both will get  when you top up your account with  or more","Thanks for the review, Sammy! Please mind that the 15€ welcome gift was only available until 31st of December as part of our Christmas offer. From now onwards the gift is 10€!",190,5879,-0.780346820809249
5885,"J.Klein","https://user-images.trustpilot.com/5c2878384ecf4c4375b62ba9/73x73.png",1,NA,"2018-12-30","2019-01-02",TRUE,"Fast registration..."," fast receiving of my credit card","Thank you, glad you like it!",74,5885,-0.202312138728324
5891,"Dawid",NA,1,NA,"2018-12-29","2019-01-02",TRUE,"😊Best","the best account","Thanks, Dawid! You're the best!",17,5891,-0.491329479768786
5896,"Viktoriya Flinta",NA,1,NA,"2018-12-29","2019-01-02",TRUE,"excellent account","excellent account nothing to say","Thank you, Viktoriya! It's great to hear you like it!",77,5896,-0.202312138728324
5899,"Martin Brady",NA,1,NA,"2018-12-29","2019-01-02",TRUE,"Staff fully understanding of my…","staff fully understanding of my position and eremely diligent in all actions required to set-up my account","Thank you, Martin, really glad to hear that. We're always here for you and all of our customers!",109,5899,0.317919075144508
